playerid,playername,firstname,lastname,worldrank,main_tour,datadepthclass,baselineconfidenceband,neutralskillsg,neutralskillindex,venuefitscore,venuefitdelta,venuefitconfidenceband,venue_history_rounds,venue_history_sg_total,venuehistorydelta,venuehistoryconfidenceband,prepenaltyvts,blendclass,blendweightsused,debutflag,debutclass,debutpenaltyapplied,antipatternflags,antipatternpenaltytotal,antipattern_penalty_bomb_and_spray,antipattern_penalty_short_and_wild,antipattern_penalty_long_iron_liability,antipattern_penalty_weak_tight_runoff,antipattern_penalty_poor_lag_putting,formscore_adjusted,recentformindex,form_vs_neutralskill,recentformgateapplied,recentformgate_reason,form_delta_vts,injuryflag,healthgatestatus,healthgatereason,health_delta_vts,playervarianceband,volatilityindex,venuevarianceclass,vtsfinal_raw,vtsfinal,tier,tierreason,tier_gate_flag,tier_gate_reason,winpct,top3pct,top5pct,top10pct,top20pct,makecutpct,misscutpct,primary_trait_driver,primary_risk_trait,trait_summary_label,tracenotes
88,"HORSCHEL, BILLY",Billy,Horschel,135.0,PGA Tour,deep,high,-0.11,59.03465346534653,63.82690096962113,4.792247504274599,high,0,0.0,0.0,low,60.711940091842635,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,short_and_wild;weak_tight_runoff,-4.530252942129783,0.0,-2.272277907455719,0.0,-2.257975034674064,0.0,-0.05995,61.09920584898525,0.1,False,,0.0,False,ok,,0.0,low,25.0,high,47.12118126545329,47.12118126545329,4,"Below-avg skill or venue mismatch VFD=4.8, AP=-4.5",False,,0.0016070490913668624,0.01899904377970516,0.03924890331680845,0.08666494371128931,0.19728446420038423,0.24646421136063817,0.7535357886393619,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + ARG_TightRunoff; weak MajorGrind,NeutralSG=-0.11; VFD=4.8; AP=-4.5VTS (short_and_wild;weak_tight_runoff); ->Tier4 vtsfinal=47.1
89,"JAMES, BEN",Ben,James,,Amateur,medium,medium,0.35,64.72772277227722,65.14085624894764,0.4131334766704242,medium,0,0.0,0.0,low,64.87231948911187,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",True,B,-1.75,poor_lag_putting,-1.4833333333333336,0.0,0.0,0.0,0.0,-1.4833333333333336,0.37339999999999995,66.38094037564603,0.06,False,,0.0,False,ok,,0.0,high,75.0,high,56.04731948911187,56.04731948911187,3,"Mid-tier NeutralSG=0.35, moderate fit VFD=0.4; debut-B",False,,0.004590962852820649,0.059877392932382575,0.11019384774393548,0.2114262782351543,0.4008661983596388,0.5460823224095959,0.45391767759040413,OTT_Accuracy,MajorGrind,OTT_Accuracy + WindTolerance; weak MajorGrind,NeutralSG=0.35; VFD=0.4; debut-B pen=-1.8SG; AP=-1.5VTS (poor_lag_putting); ->Tier3 vtsfinal=56.0
90,"KOHLES, BEN",Ben,Kohles,184.0,PGA Tour,deep,high,-0.02,60.148514851485146,76.86993519947478,16.721420347989636,high,0,0.0,0.0,low,66.00101197328152,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-1.6566666666666665,0.0,0.0,0.0,0.0,-1.6566666666666665,0.2621,66.73389638220092,0.61,False,,0.0,False,ok,,0.0,low,25.0,high,61.03101197328152,61.03101197328152,3,"Mid-tier NeutralSG=-0.02, moderate fit VFD=16.7",False,,0.005857349708109231,0.08152088146154761,0.13938366009635794,0.24431734808883815,0.4146313166747386,0.5931948646040874,0.40680513539591256,WindTolerance,MajorGrind,WindTolerance + OTT_Accuracy; weak MajorGrind,NeutralSG=-0.02; VFD=16.7; AP=-1.7VTS (poor_lag_putting); ->Tier3 vtsfinal=61.0
91,"DUMONT DE CHASSART, ADRIEN",Adrien,Dumont De Chassart,168.0,PGA Tour,deep,high,0.17,62.5,65.0945801411138,2.594580141113795,high,0,0.0,0.0,low,63.40810304938982,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability;poor_lag_putting,-9.0,-3.5999999999999996,0.0,-4.208144796380091,0.0,-1.3099999999999992,0.0335,61.01096684734652,-0.3,False,,0.0,False,ok,,0.0,low,25.0,high,36.40810304938982,36.40810304938982,4,"Below-avg skill or venue mismatch VFD=2.6, AP=-9.0",False,,0.000442525760093248,0.005933837371545628,0.013841974388154347,0.035138542461503476,0.0958199946244229,0.08544230476332473,0.9145576952366753,ARG_TightRunoff,APP_FlightCtrl,ARG_TightRunoff + ARG_Bunker; weak APP_FlightCtrl,NeutralSG=0.17; VFD=2.6; AP=-9.0VTS (bomb_and_spray;long_iron_liability;poor_lag_putting); ->Tier4 vtsfinal=36.4
92,"SUBER, JACKSON",Jackson,Suber,128.0,PGA Tour,deep,high,0.0,60.396039603960396,61.83813271071091,1.4420931067505123,high,0,0.0,0.0,low,60.90077219132307,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.2080443828016643,0.0,0.0,0.0,-2.2080443828016643,0.0,0.32304999999999995,67.78015883020295,0.71,False,,0.0,False,ok,,0.0,low,25.0,high,54.27663904291808,54.27663904291808,3,"Mid-tier NeutralSG=0.00, moderate fit VFD=1.4",False,,0.003258464799026878,0.04071244875304358,0.07677601064565524,0.15180050110323542,0.2990564051131204,0.42132721206799356,0.5786727879320064,OTT_Distance,MajorGrind,OTT_Distance + ARG_TightRunoff; weak MajorGrind,NeutralSG=0.00; VFD=1.4; AP=-2.2VTS (weak_tight_runoff); ->Tier3 vtsfinal=54.3
93,"COUSSAUD, UGO",Ugo,Coussaud,217.0,DP World Tour,deep,high,-0.09,59.28217821782178,59.13464707118685,-0.1475311466349325,high,0,0.0,0.0,low,59.23054231649955,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability,-7.840723981900452,-3.5999999999999996,0.0,-4.2407239819004525,0.0,0.0,0.4196,70.2634564477499,1.12,False,,1.6800000000000002,False,ok,,0.0,high,75.0,high,37.38837037079819,37.38837037079819,4,"Below-avg skill or venue mismatch VFD=-0.1, AP=-7.8",False,,0.0006064740529974535,0.008072157675152564,0.01863087704948426,0.04673992837119061,0.1255765566344764,0.1107846775717713,0.8892153224282286,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + PUTT_LagCtrl; weak MajorGrind,NeutralSG=-0.09; VFD=-0.1; AP=-7.8VTS (bomb_and_spray;long_iron_liability); ->Tier4 vtsfinal=37.4
94,"PARRY, JOHN",John,Parry,102.0,PGA Tour,deep,high,0.34,64.60396039603961,68.00056088797969,3.3966004919400774,high,0,0.0,0.0,low,65.79277056821864,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-1.33,0.0,0.0,0.0,0.0,-1.33,-0.23785000000000006,54.594730871044995,-1.27,True,Last20 vs baseline = -1.27 SG (threshold -1.0),-2.54,False,ok,,0.0,high,75.0,high,59.26277056821864,59.26277056821864,3,"Mid-tier NeutralSG=0.34, moderate fit VFD=3.4; form-gated",True,Form gate applied: recent perf materially below baseline,0.006067912363153898,0.0833595790066189,0.14642268783572773,0.2652719113763313,0.46838797707479185,0.6424649165439997,0.35753508345600027,OTT_Accuracy,MajorGrind,OTT_Accuracy + OTT_Distance; weak MajorGrind,NeutralSG=0.34; VFD=3.4; AP=-1.3VTS (poor_lag_putting); form-gate(-1.27); ->Tier3 vtsfinal=59.3
95,"STOUT, PRESTON",Preston,Stout,,Amateur,medium,medium,0.11,61.757425742574256,33.53127642974301,-28.226149312831247,medium,0,0.0,0.0,low,51.87827348308332,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",True,B,-1.75,long_iron_liability;weak_tight_runoff;poor_lag_putting,-9.0,0.0,0.0,-5.022624434389139,-3.564493758668516,-1.5900000000000003,0.13340000000000002,63.355603176604056,0.07,False,,0.0,False,ok,,0.0,high,75.0,high,20.50327348308332,20.50327348308332,5,"Weak profile NeutralSG=0.11, AP=-9.0, VFD=-28.2; debut-B",False,,3.007776535797296e-05,0.0012677863450305334,0.0034910901169945964,0.010577170312903852,0.03553401506038616,0.02,0.98,OTT_Distance,ARG_Bunker,OTT_Distance + OTT_Accuracy; weak ARG_Bunker,NeutralSG=0.11; VFD=-28.2; debut-B pen=-1.8SG; AP=-9.0VTS (long_iron_liability;weak_tight_runoff;poor_lag_putting); ->Tier5 vtsfinal=20.5
96,"GRILLO, EMILIANO",Emiliano,Grillo,116.0,PGA Tour,deep,high,0.1,61.633663366336634,66.29652956279097,4.662866196454331,high,0,0.0,0.0,low,63.26566653509565,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.1955617198335644,0.0,0.0,0.0,-2.1955617198335644,0.0,-0.13205,58.275557796546074,-0.51,False,,-0.51,False,ok,,0.0,low,25.0,high,56.16898137559496,56.16898137559496,3,"Mid-tier NeutralSG=0.10, moderate fit VFD=4.7",False,,0.0038675063743388947,0.049614246743152755,0.09115041960481654,0.1745203489251067,0.3300130033387397,0.4712713942436784,0.5287286057563216,OTT_Accuracy,MajorGrind,OTT_Accuracy + OTT_Distance; weak MajorGrind,NeutralSG=0.10; VFD=4.7; AP=-2.2VTS (weak_tight_runoff); ->Tier3 vtsfinal=56.2
97,"DU PLESSIS, HENNIE",Hennie,Du Plessis,186.0,DP World Tour,medium,medium,0.32,64.35643564356435,58.828972614308036,-5.527463029256317,medium,0,0.0,0.0,low,62.42182358332464,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability;weak_tight_runoff;poor_lag_putting,-9.0,-3.5999999999999996,0.0,-4.284162895927602,-2.1955617198335644,-1.3100000000000003,0.06259999999999999,60.55716626749024,-0.66,False,,-0.66,False,ok,,0.0,medium,50.0,high,34.76182358332464,34.76182358332464,5,"Weak profile NeutralSG=0.32, AP=-9.0, VFD=-5.5",False,,0.0003862368790704816,0.005507074721172228,0.013075960058074853,0.033848175965447314,0.09457133189610228,0.07929615327624606,0.9207038467237539,OTT_Distance,MajorGrind,OTT_Distance + ARG_TightRunoff; weak MajorGrind,NeutralSG=0.32; VFD=-5.5; AP=-9.0VTS (bomb_and_spray;long_iron_liability;weak_tight_runoff;poor_lag_putting); ->Tier5 vtsfinal=34.8
98,"KIMSEY, NATHAN",Nathan,Kimsey,214.0,DP World Tour,deep,high,-0.35,56.06435643564357,58.43178406733352,2.3674276316899494,high,0,0.0,0.0,low,56.89295610673504,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,long_iron_liability;poor_lag_putting,-5.359984917043741,0.0,0.0,-3.936651583710408,0.0,-1.4233333333333336,-0.02239999999999996,63.45644774990545,0.72,False,,0.0,False,ok,,0.0,low,25.0,high,40.81300135560382,40.81300135560382,4,"Below-avg skill or venue mismatch VFD=2.4, AP=-5.4",False,,0.0007833231580810828,0.009593713207120805,0.02132156778872034,0.05126059448643636,0.13043394159438557,0.135782014718691,0.864217985281309,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + OTT_Accuracy; weak MajorGrind,NeutralSG=-0.35; VFD=2.4; AP=-5.4VTS (long_iron_liability;poor_lag_putting); ->Tier4 vtsfinal=40.8
99,"BLAIR, ZAC",Zac,Blair,204.0,PGA Tour,deep,high,-0.06,59.65346534653465,70.42790823005231,10.774442883517658,high,0,0.0,0.0,low,63.424520355765836,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff;poor_lag_putting,-3.732043458159963,0.0,0.0,0.0,-2.32871012482663,-1.4033333333333329,-0.23745000000000002,57.317534350182775,-0.39,False,,-0.39,False,ok,,0.0,low,25.0,high,51.83838998128594,51.83838998128594,3,"Mid-tier NeutralSG=-0.06, moderate fit VFD=10.8",False,,0.0025894398122314347,0.03146970584940842,0.06129498630031251,0.12608075689556564,0.26145521603572297,0.3578703802792836,0.6421296197207165,APP_200+,MajorGrind,APP_200+ + WindTolerance; weak MajorGrind,NeutralSG=-0.06; VFD=10.8; AP=-3.7VTS (weak_tight_runoff;poor_lag_putting); ->Tier3 vtsfinal=51.8
100,"ROY, KEVIN",Kevin,Roy,133.0,PGA Tour,deep,high,0.06,61.13861386138614,62.18242529522934,1.043811433843203,high,0,0.0,0.0,low,61.50394786323126,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,long_iron_liability,-4.164705882352941,0.0,0.0,-4.164705882352941,0.0,0.0,-0.30854999999999994,55.124164880877345,-0.81,False,,-0.81,False,ok,,0.0,low,25.0,high,48.19983021617244,48.19983021617244,4,"Below-avg skill or venue mismatch VFD=1.0, AP=-4.2",False,,0.0017995994024082647,0.02133575230846724,0.04350316293141409,0.09457175315931239,0.21089817984084663,0.27008006238719495,0.729919937612805,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=0.06; VFD=1.0; AP=-4.2VTS (long_iron_liability); ->Tier4 vtsfinal=48.2
101,"SADDIER, ADRIEN",Adrien,Saddier,115.0,PGA Tour,deep,high,-0.08,59.4059405940594,65.58189089051487,6.1759502964554684,high,0,0.0,0.0,low,61.567523197818815,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.3257,55.741837892348414,-0.55,False,,-0.55,False,ok,,0.0,low,25.0,high,61.01752319781882,61.01752319781882,3,"Mid-tier NeutralSG=-0.08, moderate fit VFD=6.2",False,,0.0058508797548796265,0.08141094662247092,0.13922484004490857,0.24410132508697394,0.41439002885654813,0.5928812078616044,0.40711879213839564,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=-0.08; VFD=6.2; ->Tier3 vtsfinal=61.0
102,"JORDAN, MATTHEW",Matthew,Jordan,281.0,DP World Tour,deep,high,-0.51,54.084158415841586,55.522531912583105,1.4383734967415194,high,0,0.0,0.0,low,54.587589139701116,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,short_and_wild;long_iron_liability;poor_lag_putting,-7.883639569327029,0.0,-2.4333379102018404,-4.066968325791856,0.0,-1.3833333333333333,-0.47359999999999997,55.79226017899912,0.07,False,,0.0,False,ok,,0.0,low,25.0,high,30.93667043172003,30.93667043172003,5,"Weak profile NeutralSG=-0.51, AP=-7.9, VFD=1.4",False,,0.0001960271167217328,0.003260235557848554,0.008061217054301593,0.021805631974285887,0.06427872997468363,0.04648302931414817,0.9535169706858518,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=-0.51; VFD=1.4; AP=-7.9VTS (short_and_wild;long_iron_liability;poor_lag_putting); ->Tier5 vtsfinal=30.9
103,"CANTER, LAURIE",Laurie,Canter,151.0,LIV Golf,deep,high,-0.38,55.693069306930695,59.18821749875384,3.495148191823148,high,0,0.0,0.0,low,56.9163711740688,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.482662968099861,0.0,0.0,0.0,-2.482662968099861,0.0,-0.34359999999999996,57.43098449514685,0.08,False,,0.0,False,ok,,0.0,low,25.0,high,49.468382269769215,49.468382269769215,4,"Below-avg skill or venue mismatch VFD=3.5, AP=-2.5",False,,0.0020492117570054614,0.024443913815633638,0.04906629997214201,0.10467915599207689,0.22772488159965315,0.2993940269834827,0.7006059730165173,OTT_Distance,MajorGrind,OTT_Distance + OTT_Accuracy; weak MajorGrind,NeutralSG=-0.38; VFD=3.5; AP=-2.5VTS (weak_tight_runoff); ->Tier4 vtsfinal=49.5
104,"SURRATT, CALEB",Caleb,Surratt,287.0,LIV Golf,deep,high,-0.24,57.42574257425742,51.94811207964267,-5.4776304946147505,high,0,0.0,0.0,low,55.508571901142254,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability;weak_tight_runoff,-9.0,-3.5999999999999996,0.0,-4.9574660633484156,-2.2787794729542306,0.0,-0.48114999999999997,53.81318542795916,-0.52,False,,-0.52,False,ok,,0.0,low,25.0,high,27.988571901142254,27.988571901142254,5,"Weak profile NeutralSG=-0.24, AP=-9.0, VFD=-5.5",False,,0.00011880972625864847,0.002359647865733936,0.006016731966838382,0.01681887512543637,0.05154731248992559,0.03315402036813433,0.9668459796318657,PUTT_LagCtrl,APP_FlightCtrl,PUTT_LagCtrl + ARG_TightRunoff; weak APP_FlightCtrl,NeutralSG=-0.24; VFD=-5.5; AP=-9.0VTS (bomb_and_spray;long_iron_liability;weak_tight_runoff); ->Tier5 vtsfinal=28.0
105,"PHILLIPS, CHANDLER",Chandler,Phillips,172.0,PGA Tour,deep,high,-0.38,55.693069306930695,56.528083230133696,0.8350139232030003,high,0,0.0,0.0,low,55.98532418005175,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,long_iron_liability,-4.208144796380091,0.0,0.0,-4.208144796380091,0.0,0.0,-0.5347,53.72494642632043,-0.35,False,,-0.35,False,ok,,0.0,low,25.0,high,43.01088979091147,43.01088979091147,4,"Below-avg skill or venue mismatch VFD=0.8, AP=-4.2",False,,0.00101821721130946,0.012182062388389984,0.02640890824771183,0.061704148432639376,0.15129306896864217,0.16890320455036623,0.8310967954496338,ARG_TightRunoff,APP_FlightCtrl,ARG_TightRunoff + ARG_Bunker; weak APP_FlightCtrl,NeutralSG=-0.38; VFD=0.8; AP=-4.2VTS (long_iron_liability); ->Tier4 vtsfinal=43.0
106,"SHIPLEY, NEAL",Neal,Shipley,190.0,PGA Tour,deep,high,-0.24,57.42574257425742,50.08850918466977,-7.337233389587652,high,0,0.0,0.0,low,54.85771088790174,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,long_iron_liability;weak_tight_runoff;poor_lag_putting,-8.405099524499867,0.0,0.0,-4.392760180995475,-2.7156726768377255,-1.2966666666666662,-0.39925,55.40148745745619,-0.35,False,,-0.35,False,ok,,0.0,low,25.0,high,29.292412314402135,29.292412314402135,5,"Weak profile NeutralSG=-0.24, AP=-8.4, VFD=-7.3",False,,0.00014918459885525907,0.0027224455999598487,0.006848281163827759,0.018869056418550835,0.056856478929588686,0.03852357833475434,0.9614764216652456,OTT_Distance,APP_FlightCtrl,OTT_Distance + OTT_Accuracy; weak APP_FlightCtrl,NeutralSG=-0.24; VFD=-7.3; AP=-8.4VTS (long_iron_liability;weak_tight_runoff;poor_lag_putting); ->Tier5 vtsfinal=29.3
107,"WU, DYLAN",Dylan,Wu,386.0,PGA Tour,deep,high,-0.39,55.569306930693074,58.92549182274906,3.3561848920559854,high,0,0.0,0.0,low,56.74397164291267,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff;poor_lag_putting,-3.742159038372631,0.0,0.0,0.0,-2.2454923717059643,-1.4966666666666666,-0.57655,52.981217698222615,-0.41,False,,-0.41,False,ok,,0.0,low,25.0,high,45.10749452779478,45.10749452779478,4,"Below-avg skill or venue mismatch VFD=3.4, AP=-3.7",False,,0.001291789718482848,0.01528827591371442,0.03234762484732857,0.0734722645480315,0.17359251622741867,0.20592588352346522,0.7940741164765348,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=-0.39; VFD=3.4; AP=-3.7VTS (weak_tight_runoff;poor_lag_putting); ->Tier4 vtsfinal=45.1
108,"HAMMER, COLE",Cole,Hammer,363.0,Korn Ferry Tour,deep,high,-0.47,54.579207920792086,87.00610232797949,32.426894407187405,high,0,0.0,0.0,low,65.92862096330768,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-2.2500000000000004,0.0,0.0,0.0,0.0,-2.2500000000000004,-0.37444999999999995,57.443590066809534,0.21,False,,0.0,False,ok,,0.0,low,25.0,high,59.17862096330768,59.17862096330768,3,"Mid-tier NeutralSG=-0.47, moderate fit VFD=32.4",False,,0.005020795134769542,0.06762209985596954,0.11892915221217827,0.21579575203214807,0.38174592979952565,0.5485972216270425,0.4514027783729575,APP_200+,PUTT_LagCtrl,APP_200+ + APP_150-200; weak PUTT_LagCtrl,NeutralSG=-0.47; VFD=32.4; AP=-2.3VTS (poor_lag_putting); ->Tier3 vtsfinal=59.2
109,"SILVERMAN, BEN",Ben,Silverman,262.0,PGA Tour,deep,high,-0.54,53.71287128712871,57.086465969946765,3.3735946828180516,high,0,0.0,0.0,low,54.89362942611503,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,weak_tight_runoff,-2.249653259361997,0.0,0.0,0.0,-2.249653259361997,0.0,-0.7766,50.119752930795414,-0.52,False,,-0.52,False,ok,,0.0,low,25.0,high,47.624669648029034,47.624669648029034,4,"Below-avg skill or venue mismatch VFD=3.4, AP=-2.2",False,,0.0016947598978054534,0.020056854375075487,0.04118289294429995,0.09027941724175492,0.20355912019648226,0.2573299956841182,0.7426700043158818,PUTT_LagCtrl,MajorGrind,PUTT_LagCtrl + ARG_TightRunoff; weak MajorGrind,NeutralSG=-0.54; VFD=3.4; AP=-2.2VTS (weak_tight_runoff); ->Tier4 vtsfinal=47.6
110,"RUSSELL, MILES",Miles,Russell,,Korn Ferry Tour,medium,medium,-0.39,55.569306930693074,55.98994628867264,0.4206393579795673,medium,0,0.0,0.0,low,55.716530705985924,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,poor_lag_putting,-2.1699999999999995,0.0,0.0,0.0,0.0,-2.1699999999999995,-0.3627,57.128450775242655,0.06,False,,0.0,False,ok,,0.0,medium,50.0,high,49.20653070598593,49.20653070598593,4,"Below-avg skill or venue mismatch VFD=0.4, AP=-2.2",False,,0.0021951020467166214,0.02640912377831142,0.053184012482665105,0.11390976040273534,0.24908887472647157,0.3257950426866568,0.6742049573133432,ARG_TightRunoff,PUTT_LagCtrl,ARG_TightRunoff + ARG_Bunker; weak PUTT_LagCtrl,NeutralSG=-0.39; VFD=0.4; AP=-2.2VTS (poor_lag_putting); ->Tier4 vtsfinal=49.2
111,"UIHLEIN, PETER",Peter,Uihlein,181.0,LIV Golf,deep,high,-0.64,52.475247524752476,51.91228728742092,-0.5629602373315592,high,0,0.0,0.0,low,52.27821144168643,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability,-8.296832579185521,-3.5999999999999996,0.0,-4.696832579185521,0.0,0.0,-0.9493999999999999,47.447371738308334,-0.69,False,,-0.69,False,ok,,0.0,low,25.0,high,26.697713704129864,26.697713704129864,5,"Weak profile NeutralSG=-0.64, AP=-8.3, VFD=-0.6",False,,9.382501786993645e-05,0.0020480028913987583,0.005292381597194313,0.015004893024200957,0.04675245673545666,0.028550566762606484,0.9714494332373935,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,NeutralSG=-0.64; VFD=-0.6; AP=-8.3VTS (bomb_and_spray;long_iron_liability); ->Tier5 vtsfinal=26.7
112,"NICHOLAS, JAMES",James,Nicholas,286.0,Korn Ferry Tour,deep,high,-0.72,51.48514851485149,56.98578975088553,5.500641236034042,high,0,0.0,0.0,low,53.4103729474634,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability;poor_lag_putting,-9.0,-3.642911488714177,0.0,-4.284162895927602,0.0,-1.7033333333333336,-0.6426499999999999,53.93924114458591,0.17,False,,0.0,False,ok,,0.0,low,25.0,high,26.4103729474634,26.4103729474634,5,"Weak profile NeutralSG=-0.72, AP=-9.0, VFD=5.5",False,,8.888346327984252e-05,0.001984423488903781,0.0051433306409121955,0.014628056994951219,0.04574400498853143,0.02761323123440441,0.9723867687655956,OTT_Distance,APP_FlightCtrl,OTT_Distance + ARG_TightRunoff; weak APP_FlightCtrl,NeutralSG=-0.72; VFD=5.5; AP=-9.0VTS (bomb_and_spray;long_iron_liability;poor_lag_putting); ->Tier5 vtsfinal=26.4
113,"STANGER, JIMMY",Jimmy,Stanger,338.0,PGA Tour,medium,medium,-0.37,55.81683168316831,52.74060382389643,-3.0762278592718815,medium,0,0.0,0.0,low,54.740151932423146,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,bomb_and_spray;long_iron_liability,-8.807239819004522,-3.5999999999999996,0.0,-5.207239819004523,0.0,0.0,-0.2686,58.817597378041086,0.26,False,,0.0,False,ok,,0.0,medium,50.0,high,28.31843247540958,28.31843247540958,5,"Weak profile NeutralSG=-0.37, AP=-8.8, VFD=-3.1",False,,0.00013857568467581699,0.002718446840649191,0.0069079066702952266,0.019239910535834917,0.05871639995556103,0.03826704966166069,0.9617329503383393,ARG_TightRunoff,APP_FlightCtrl,ARG_TightRunoff + ARG_Bunker; weak APP_FlightCtrl,NeutralSG=-0.37; VFD=-3.1; AP=-8.8VTS (bomb_and_spray;long_iron_liability); ->Tier5 vtsfinal=28.3
114,"SATO, TAIHEI",Taihei,Sato,403.0,Japan Golf Tour,deep,high,-0.93,48.886138613861384,64.07099019929248,15.184851585431097,high,0,0.0,0.0,low,54.200836668762264,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.6388,55.43930417244422,0.63,False,,0.0,False,ok,,0.0,low,25.0,high,54.200836668762264,54.200836668762264,3,"Mid-tier NeutralSG=-0.93, moderate fit VFD=15.2",False,,0.0032357745201247266,0.04038956029750053,0.0762453477369888,0.15094150505820308,0.2978467145359786,0.41932824750305964,0.5806717524969404,ARG_TightRunoff,MajorGrind,ARG_TightRunoff + ARG_Bunker; weak MajorGrind,NeutralSG=-0.93; VFD=15.2; ->Tier3 vtsfinal=54.2
115,"MONTGOMERY, TAYLOR",Taylor,Montgomery,227.0,Korn Ferry Tour,deep,high,-0.32,56.43564356435643,64.59592846629131,8.16028490193488,high,0,0.0,0.0,low,59.29174328003364,Neutral+Venue,"{""neutral"": 0.65, ""venuefit"": 0.35, ""venuehistory"": 0.0}",False,,0.0,short_and_wild,-2.55279417822326,0.0,-2.55279417822326,0.0,0.0,0.0,-0.98885,44.510273540905075,-1.46,True,Last20 vs baseline = -1.46 SG (threshold -1.0),-2.92,False,ok,,0.0,high,75.0,high,48.71336074536386,48.71336074536386,4,"Below-avg skill or venue mismatch VFD=8.2, AP=-2.6; form-gated",True,Form gate applied: recent perf materially below baseline,0.002277036580041556,0.027554517569421476,0.05583012219119035,0.1204565452650286,0.2659608673088876,0.3287151494442777,0.6712848505557223,ARG_Bunker,MajorGrind,ARG_Bunker + ARG_TightRunoff; weak MajorGrind,NeutralSG=-0.32; VFD=8.2; AP=-2.6VTS (short_and_wild); form-gate(-1.46); ->Tier4 vtsfinal=48.7
