rank_model,player_name,neutral_skill_sg,neutral_skill_index,data_depth_class,baseline_confidence_band,venue_fit_score,venue_fit_delta,venue_fit_confidence_band,comp_course_adjustment,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_confidence_band,pre_penalty_vts,blend_class,blend_weights_used,tier_eligibility_gate_status,debut_class,debut_penalty_applied,anti_pattern_flags,anti_pattern_penalty_total,anti_pattern_trigger_trace,anti_pattern_modifier_trace,primary_risk_trait,risk_stressor_active,risk_secondary_discount_applied,risk_discount_trace,form_score_adjusted,recent_form_index,recent_form_gate_applied,health_flag,health_gate_status,health_gate_reason,player_variance_band,volatility_index,venue_variance_class,variance_adjustment_trace,probability_compression_class,probability_compression_coefficients,probability_compression_trace,vts_final,tier,tier_reason,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,trace_notes
11,J.J. Spaun,0.08,88.39,DEBUT,not_available_in_v3_source,82.5,82.5,1.0,not_available_in_v3_source,0,,49.97,NONE,75.25,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Poor Links Putter — below-field on fescue; links surfaces amplify weak putting.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,50.96,50.96,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,75.25,2,elite approach (SG:APP +0.96) — directly meets Birkdale's 175–225yd demand.,2.08,not_available_in_v3_source,9.01,16.0,27.38,90.2,9.8,"NSI=88.4(w=0.40) + VFS=82.5(w=0.30) + VHN=50.0(w=0.15) + FORM=51.0(w=0.15) = VTS=75.2. VFS = base 82.0 + links_delta +0.5. Links trace: raw_sig=+0.119; delta_vfs=+0.48; windows=[6m:+0.668(ev=1,conf=0.40→adj=+0.267) | 12m:+0.058(ev=2,conf=0.75→adj=+0.044) | 24m:+0.058(ev=2,conf=0.75→adj=+0.044) | alltime:+0.023(ev=3,conf=0.75→adj=+0.017)]"
12,Collin Morikawa,-0.04,89.68,DEBUT,not_available_in_v3_source,80.0,80.0,0.65,not_available_in_v3_source,0,,50.0,NONE,74.8,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Debut Risk — no Birkdale or Open data; full environmental uncertainty.,0.0,not_available_in_v3_source,not_available_in_v3_source,full links debut uncertainty,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,49.52,49.52,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,74.8,2,elite approach (SG:APP +0.92) — directly meets Birkdale's 175–225yd demand.,2.02,not_available_in_v3_source,8.78,15.66,26.93,89.8,10.2,"NSI=89.7(w=0.40) + VFS=80.0(w=0.30) + VHN=50.0(w=0.15) + FORM=49.5(w=0.15) = VTS=74.8. VFS = base 79.9 + links_delta +0.1. Links trace: raw_sig=+0.028; delta_vfs=+0.11; windows=[6m:no_data | 12m:-2.162(ev=1,conf=0.40→adj=-0.865) | 24m:+1.413(ev=3,conf=0.75→adj=+1.060) | alltime:+1.087(ev=8,conf=1.00→adj=+1.087)]"
13,Sam Burns,0.95,94.19,DEBUT,not_available_in_v3_source,66.31,66.31,0.65,not_available_in_v3_source,0,,49.58,NONE,74.22,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,61.4,61.4,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,74.22,2,strong approach game (SG:APP +0.51) in the primary scoring zone.,1.94,not_available_in_v3_source,8.5,15.23,26.36,89.3,10.7,"NSI=94.2(w=0.40) + VFS=66.3(w=0.30) + VHN=49.6(w=0.15) + FORM=61.4(w=0.15) = VTS=74.2. VFS = base 64.5 + links_delta +1.9. Links trace: raw_sig=+0.463; delta_vfs=+1.85; windows=[6m:no_data | 12m:+0.787(ev=1,conf=0.40→adj=+0.315) | 24m:+1.038(ev=2,conf=0.75→adj=+0.778) | alltime:+0.351(ev=7,conf=1.00→adj=+0.351)]"
14,Chris Gotterup,0.23,92.9,DEBUT,not_available_in_v3_source,71.23,71.23,1.0,not_available_in_v3_source,0,,49.19,NONE,73.82,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,52.76,52.76,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,73.82,2,competent approach (SG:APP +0.36) — sufficient for Birkdale's mid-iron corridors; elite links SG signal (+1.644/rd weighted) confirms links-surface upside.,1.88,not_available_in_v3_source,8.31,14.95,25.97,88.9,11.1,"NSI=92.9(w=0.40) + VFS=71.2(w=0.30) + VHN=49.2(w=0.15) + FORM=52.8(w=0.15) = VTS=73.8. VFS = base 64.7 + links_delta +6.6. Links trace: raw_sig=+1.644; delta_vfs=+6.58; windows=[6m:+2.418(ev=1,conf=0.40→adj=+0.967) | 12m:+3.227(ev=2,conf=0.75→adj=+2.420) | 24m:+2.037(ev=3,conf=0.75→adj=+1.528) | alltime:+2.037(ev=3,conf=0.75→adj=+1.528)]"
15,Patrick Cantlay,0.07,91.61,DEBUT,not_available_in_v3_source,73.45,73.45,1.0,not_available_in_v3_source,0,,49.79,NONE,73.77,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,50.84,50.84,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,73.77,2,strong approach game (SG:APP +0.70) in the primary scoring zone.,1.87,not_available_in_v3_source,8.28,14.91,25.92,88.9,11.1,"NSI=91.6(w=0.40) + VFS=73.5(w=0.30) + VHN=49.8(w=0.15) + FORM=50.8(w=0.15) = VTS=73.8. VFS = base 71.8 + links_delta +1.6. Links trace: raw_sig=+0.403; delta_vfs=+1.61; windows=[6m:+0.339(ev=1,conf=0.40→adj=+0.136) | 12m:+0.339(ev=1,conf=0.40→adj=+0.136) | 24m:+1.139(ev=2,conf=0.75→adj=+0.854) | alltime:+1.372(ev=7,conf=1.00→adj=+1.372)]"
16,Justin Rose,-0.02,92.26,FULL,not_available_in_v3_source,69.76,69.76,0.65,not_available_in_v3_source,2,0.085,52.45,MODERATE,73.16,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,49.76,49.76,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,73.16,2,"elite approach (SG:APP +0.84) — directly meets Birkdale's 175–225yd demand; proven Birkdale performer (2 events, SG +0.085/rd at course); positive links SG signal (+1.167/rd) supports links-surface fit.",1.79,not_available_in_v3_source,8.0,14.48,25.34,88.2,11.8,"NSI=92.3(w=0.40) + VFS=69.8(w=0.30) + VHN=52.5(w=0.15) + FORM=49.8(w=0.15) = VTS=73.2. VFS = base 65.1 + links_delta +4.7. Links trace: raw_sig=+1.167; delta_vfs=+4.67; windows=[6m:no_data | 12m:+3.037(ev=1,conf=0.40→adj=+1.215) | 24m:+1.134(ev=4,conf=1.00→adj=+1.134) | alltime:+1.068(ev=24,conf=1.00→adj=+1.068)]"
17,Wyndham Clark,1.69,86.45,DEBUT,not_available_in_v3_source,68.46,68.46,1.0,not_available_in_v3_source,0,,49.64,NONE,73.11,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,70.28,70.28,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,73.11,2,strong approach game (SG:APP +0.52) in the primary scoring zone; positive links SG signal (+1.233/rd) supports links-surface fit; arriving in peak form entering the championship.,1.79,not_available_in_v3_source,7.98,14.45,25.3,88.2,11.8,"NSI=86.5(w=0.40) + VFS=68.5(w=0.30) + VHN=49.6(w=0.15) + FORM=70.3(w=0.15) = VTS=73.1. VFS = base 63.5 + links_delta +4.9. Links trace: raw_sig=+1.233; delta_vfs=+4.93; windows=[6m:+2.168(ev=1,conf=0.40→adj=+0.867) | 12m:+2.227(ev=2,conf=0.75→adj=+1.670) | 24m:+1.210(ev=4,conf=1.00→adj=+1.210) | alltime:+1.028(ev=8,conf=1.00→adj=+1.028)]"
18,Ludvig Aberg,-0.71,94.84,DEBUT,not_available_in_v3_source,70.96,70.96,1.0,not_available_in_v3_source,0,,49.43,NONE,72.86,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,41.48,41.48,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,72.86,2,strong approach game (SG:APP +0.69) in the primary scoring zone; positive links SG signal (+0.742/rd) supports links-surface fit.,1.76,not_available_in_v3_source,7.86,14.28,25.06,87.9,12.1,"NSI=94.8(w=0.40) + VFS=71.0(w=0.30) + VHN=49.4(w=0.15) + FORM=41.5(w=0.15) = VTS=72.9. VFS = base 68.0 + links_delta +3.0. Links trace: raw_sig=+0.742; delta_vfs=+2.97; windows=[6m:+0.339(ev=1,conf=0.40→adj=+0.136) | 12m:+1.280(ev=3,conf=0.75→adj=+0.960) | 24m:+1.245(ev=5,conf=1.00→adj=+1.245) | alltime:+1.093(ev=6,conf=1.00→adj=+1.093)]"
19,Aaron Rai,0.86,76.77,DEBUT,not_available_in_v3_source,81.68,81.68,1.0,not_available_in_v3_source,0,,50.48,NONE,71.83,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Poor Links Putter — below-field on fescue; links surfaces amplify weak putting.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,60.32,60.32,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,71.83,2,strong approach game (SG:APP +0.76) in the primary scoring zone.,1.63,not_available_in_v3_source,7.41,13.6,24.12,86.8,13.2,"NSI=76.8(w=0.40) + VFS=81.7(w=0.30) + VHN=50.5(w=0.15) + FORM=60.3(w=0.15) = VTS=71.8. VFS = base 79.8 + links_delta +1.9. Links trace: raw_sig=+0.482; delta_vfs=+1.93; windows=[6m:-0.661(ev=1,conf=0.40→adj=-0.264) | 12m:+1.380(ev=3,conf=0.75→adj=+1.035) | 24m:+0.850(ev=6,conf=1.00→adj=+0.850) | alltime:+0.424(ev=17,conf=1.00→adj=+0.424)]"
20,Kurt Kitayama,0.15,83.23,DEBUT,not_available_in_v3_source,73.33,73.33,1.0,not_available_in_v3_source,0,,49.52,NONE,70.49,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,51.8,51.8,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,70.49,2,strong approach game (SG:APP +0.80) in the primary scoring zone.,1.48,not_available_in_v3_source,6.87,12.75,22.96,85.2,14.8,"NSI=83.2(w=0.40) + VFS=73.3(w=0.30) + VHN=49.5(w=0.15) + FORM=51.8(w=0.15) = VTS=70.5. VFS = base 71.8 + links_delta +1.5. Links trace: raw_sig=+0.375; delta_vfs=+1.50; windows=[6m:+0.668(ev=1,conf=0.40→adj=+0.267) | 12m:+0.668(ev=1,conf=0.40→adj=+0.267) | 24m:+0.927(ev=3,conf=0.75→adj=+0.695) | alltime:+0.489(ev=9,conf=1.00→adj=+0.489)]"
21,Hideki Matsuyama,-0.27,83.23,FULL,not_available_in_v3_source,65.27,65.27,0.3,not_available_in_v3_source,1,2.052,62.84,LIGHT,69.31,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,46.76,46.76,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,69.31,2,strong approach game (SG:APP +0.64) in the primary scoring zone; single Birkdale event on record (SG +2.052/rd) — limited but positive signal.,1.36,not_available_in_v3_source,6.42,12.06,21.97,83.6,16.4,"NSI=83.2(w=0.40) + VFS=65.3(w=0.30) + VHN=62.8(w=0.15) + FORM=46.8(w=0.15) = VTS=69.3. VFS = base 64.5 + links_delta +0.7. Links trace: raw_sig=+0.180; delta_vfs=+0.72; windows=[6m:no_data | 12m:no_data | 24m:-0.215(ev=2,conf=0.75→adj=-0.161) | alltime:+0.862(ev=12,conf=1.00→adj=+0.862)]"
22,Robert MacIntyre,0.06,90.97,DEBUT,not_available_in_v3_source,57.03,57.03,1.0,not_available_in_v3_source,0,,49.85,NONE,68.58,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,50.72,50.72,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,68.58,2,competent approach (SG:APP +0.06) — sufficient for Birkdale's mid-iron corridors; elite links SG signal (+1.588/rd weighted) confirms links-surface upside.,1.29,not_available_in_v3_source,6.16,11.65,21.39,82.6,17.4,"NSI=91.0(w=0.40) + VFS=57.0(w=0.30) + VHN=49.9(w=0.15) + FORM=50.7(w=0.15) = VTS=68.6. VFS = base 50.7 + links_delta +6.3. Links trace: raw_sig=+1.588; delta_vfs=+6.35; windows=[6m:+3.168(ev=1,conf=0.40→adj=+1.267) | 12m:+1.953(ev=4,conf=1.00→adj=+1.953) | 24m:+1.724(ev=9,conf=1.00→adj=+1.724) | alltime:+1.162(ev=24,conf=1.00→adj=+1.162)]"
23,Harris English,-0.03,85.81,DEBUT,not_available_in_v3_source,64.3,64.3,1.0,not_available_in_v3_source,0,,49.91,NONE,68.55,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,49.64,49.64,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,68.55,2,competent approach (SG:APP +0.08) — sufficient for Birkdale's mid-iron corridors; positive links SG signal (+0.594/rd) supports links-surface fit.,1.29,not_available_in_v3_source,6.15,11.63,21.36,82.6,17.4,"NSI=85.8(w=0.40) + VFS=64.3(w=0.30) + VHN=49.9(w=0.15) + FORM=49.6(w=0.15) = VTS=68.5. VFS = base 61.9 + links_delta +2.4. Links trace: raw_sig=+0.594; delta_vfs=+2.37; windows=[6m:+0.339(ev=1,conf=0.40→adj=+0.136) | 12m:+1.138(ev=2,conf=0.75→adj=+0.853) | 24m:+0.948(ev=4,conf=1.00→adj=+0.948) | alltime:+0.579(ev=13,conf=1.00→adj=+0.579)]"
24,Akshay Bhatia,-0.14,85.16,DEBUT,not_available_in_v3_source,61.76,61.76,0.3,not_available_in_v3_source,0,,49.97,NONE,67.34,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,48.32,48.32,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,67.34,2,strong approach game (SG:APP +0.65) in the primary scoring zone.,1.18,not_available_in_v3_source,5.74,10.98,20.43,80.8,19.2,"NSI=85.2(w=0.40) + VFS=61.8(w=0.30) + VHN=50.0(w=0.15) + FORM=48.3(w=0.15) = VTS=67.3. VFS = base 61.9 + links_delta -0.1. Links trace: raw_sig=-0.036; delta_vfs=-0.14; windows=[6m:no_data | 12m:no_data | 24m:-0.089(ev=1,conf=0.40→adj=-0.036) | alltime:-0.089(ev=1,conf=0.40→adj=-0.036)]"
25,Joaquin Niemann,0.96,70.32,DEBUT,not_available_in_v3_source,73.39,73.39,0.3,not_available_in_v3_source,0,,49.4,NONE,66.78,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,61.52,61.52,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,66.78,2,strong approach game (SG:APP +0.42) in the primary scoring zone.,1.14,not_available_in_v3_source,5.55,10.69,20.01,79.9,20.1,"NSI=70.3(w=0.40) + VFS=73.4(w=0.30) + VHN=49.4(w=0.15) + FORM=61.5(w=0.15) = VTS=66.8. VFS = base 71.8 + links_delta +1.5. Links trace: raw_sig=+0.385; delta_vfs=+1.54; windows=[6m:no_data | 12m:no_data | 24m:+0.396(ev=2,conf=0.75→adj=+0.297) | alltime:+0.562(ev=6,conf=1.00→adj=+0.562)]"
26,Rickie Fowler,-1.11,84.52,FULL,not_available_in_v3_source,60.95,60.95,0.3,not_available_in_v3_source,1,1.552,59.37,LIGHT,66.5,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,36.68,36.68,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,66.5,2,competent approach (SG:APP +0.33) — sufficient for Birkdale's mid-iron corridors; single Birkdale event on record (SG +1.552/rd) — limited but positive signal.,1.12,not_available_in_v3_source,5.47,10.55,19.8,79.4,20.6,"NSI=84.5(w=0.40) + VFS=61.0(w=0.30) + VHN=59.4(w=0.15) + FORM=36.7(w=0.15) = VTS=66.5. VFS = base 62.0 + links_delta -1.0. Links trace: raw_sig=-0.251; delta_vfs=-1.00; windows=[6m:no_data | 12m:no_data | 24m:-1.382(ev=2,conf=0.75→adj=-1.036) | alltime:+1.320(ev=19,conf=1.00→adj=+1.320)]"
27,Shane Lowry,-0.02,81.29,FULL,not_available_in_v3_source,67.61,67.61,1.0,not_available_in_v3_source,1,-1.978,37.72,LIGHT,65.92,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,49.76,49.76,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,65.92,2,elite approach (SG:APP +0.88) — directly meets Birkdale's 175–225yd demand; single Birkdale event on record (SG -1.978/rd) — limited but positive signal; positive links SG signal (+0.631/rd) supports links-surface fit.,1.07,not_available_in_v3_source,5.29,10.26,19.38,78.4,21.6,"NSI=81.3(w=0.40) + VFS=67.6(w=0.30) + VHN=37.7(w=0.15) + FORM=49.8(w=0.15) = VTS=65.9. VFS = base 65.1 + links_delta +2.5. Links trace: raw_sig=+0.631; delta_vfs=+2.52; windows=[6m:-0.161(ev=1,conf=0.40→adj=-0.064) | 12m:+0.942(ev=2,conf=0.75→adj=+0.706) | 24m:+1.609(ev=6,conf=1.00→adj=+1.609) | alltime:+0.845(ev=43,conf=1.00→adj=+0.845)]"
28,Alex Noren,-0.69,82.58,FULL,not_available_in_v3_source,53.8,53.8,1.0,not_available_in_v3_source,2,1.96,68.62,MODERATE,65.72,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,41.72,41.72,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,65.72,2,"competent approach (SG:APP +0.28) — sufficient for Birkdale's mid-iron corridors; proven Birkdale performer (2 events, SG +1.960/rd at course).",1.05,not_available_in_v3_source,5.23,10.16,19.24,78.1,21.9,"NSI=82.6(w=0.40) + VFS=53.8(w=0.30) + VHN=68.6(w=0.15) + FORM=41.7(w=0.15) = VTS=65.7. VFS = base 54.2 + links_delta -0.4. Links trace: raw_sig=-0.100; delta_vfs=-0.40; windows=[6m:-2.161(ev=1,conf=0.40→adj=-0.864) | 12m:-0.209(ev=3,conf=0.75→adj=-0.157) | 24m:+0.816(ev=6,conf=1.00→adj=+0.816) | alltime:+0.939(ev=32,conf=1.00→adj=+0.939)]"
29,Min Woo Lee,-0.03,81.94,DEBUT,not_available_in_v3_source,59.68,59.68,1.0,not_available_in_v3_source,0,,49.31,NONE,65.52,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,standard major championship variance,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,49.64,49.64,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,65.52,2,competent approach (SG:APP +0.05) — sufficient for Birkdale's mid-iron corridors; positive links SG signal (+1.192/rd) supports links-surface fit.,1.04,not_available_in_v3_source,5.17,10.07,19.1,77.8,22.2,"NSI=81.9(w=0.40) + VFS=59.7(w=0.30) + VHN=49.3(w=0.15) + FORM=49.6(w=0.15) = VTS=65.5. VFS = base 54.9 + links_delta +4.8. Links trace: raw_sig=+1.192; delta_vfs=+4.77; windows=[6m:+3.668(ev=1,conf=0.40→adj=+1.467) | 12m:+3.668(ev=1,conf=0.40→adj=+1.467) | 24m:+0.558(ev=4,conf=1.00→adj=+0.558) | alltime:+0.536(ev=14,conf=1.00→adj=+0.536)]"
